"행정구역","2021년10월_총인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년10월_남자 인구수","2021년10월_여자 인구수","2021년10월_남여 비율"
"경기도 포천시 일동면(4165037000)","9,407","4,955","          1.90","4,904","4,503","          1.09"
"경기도 포천시 이동면(4165038000)","6,246","3,416","          1.83","3,424","2,822","          1.21"
"경기도 포천시 영북면(4165039000)","8,208","4,389","          1.87","4,434","3,774","          1.17"
"경기도 포천시 관인면(4165040000)","2,741","1,510","          1.82","1,433","1,308","          1.10"
"경기도 포천시 화현면(4165041000)","2,711","1,434","          1.89","1,432","1,279","          1.12"
"경기도 포천시 포천동(4165051000)","18,877","8,753","          2.16","9,565","9,312","          1.03"
"경기도 포천시 선단동(4165052000)","14,721","7,425","          1.98","7,932","6,789","          1.17"
"경기도 여주시 (4167000000)","112,260","52,578","          2.14","57,122","55,138","          1.04"
"경기도 여주시 가남읍(4167025000)","15,342","7,543","          2.03","7,974","7,368","          1.08"
"경기도 여주시 점동면(4167031000)","4,778","2,260","          2.11","2,468","2,310","          1.07"
"경기도 여주시 흥천면(4167032000)","5,066","2,485","          2.04","2,657","2,409","          1.10"
"경기도 여주시 금사면(4167033000)","2,972","1,625","          1.83","1,540","1,432","          1.08"
"경기도 여주시 능서면(4167034000)","6,301","3,101","          2.03","3,251","3,050","          1.07"
"경기도 여주시 대신면(4167035000)","6,986","3,662","          1.91","3,650","3,336","          1.09"
"경기도 여주시 북내면(4167036000)","4,939","2,441","          2.02","2,572","2,367","          1.09"
"경기도 여주시 강천면(4167037000)","4,269","2,271","          1.88","2,211","2,058","          1.07"
"경기도 여주시 산북면(4167038000)","2,537","1,250","          2.03","1,276","1,261","          1.01"
"경기도 여주시 여흥동(4167051000)","21,757","10,128","          2.15","10,871","10,886","          1.00"
"경기도 여주시 중앙동(4167052000)","18,598","7,955","          2.34","9,336","9,262","          1.01"
"경기도 여주시 오학동(4167053000)","18,715","7,857","          2.38","9,316","9,399","          0.99"
"경기도 연천군 (4180000000)","42,797","21,960","          1.95","22,412","20,385","          1.10"
"경기도 연천군 연천읍(4180025000)","7,690","4,019","          1.91","4,163","3,527","          1.18"
"경기도 연천군 전곡읍(4180025300)","19,169","8,905","          2.15","9,751","9,418","          1.04"
"경기도 연천군 군남면(4180031000)","3,119","1,701","          1.83","1,657","1,462","          1.13"
"경기도 연천군 청산면(4180032000)","3,882","2,324","          1.67","2,070","1,812","          1.14"
"경기도 연천군 백학면(4180033000)","2,576","1,368","          1.88","1,378","1,198","          1.15"
"경기도 연천군 미산면(4180034000)","1,748","984","          1.78","937","811","          1.16"
"경기도 연천군 왕징면(4180035000)","994","560","          1.78","535","459","          1.17"
"경기도 연천군 신서면(4180036000)","2,703","1,623","          1.67","1,436","1,267","          1.13"
"경기도 연천군 중면(4180037000)","191","113","          1.69","115","76","          1.51"
"경기도 연천군 장남면(4180038000)","725","363","          2.00","370","355","          1.04"
"경기도 가평군 (4182000000)","62,241","31,749","          1.96","32,130","30,111","          1.07"
"경기도 가평군 가평읍(4182025000)","19,390","9,358","          2.07","9,883","9,507","          1.04"
"경기도 가평군 설악면(4182031000)","9,632","5,179","          1.86","4,945","4,687","          1.06"
"경기도 가평군 청평면(4182032500)","13,947","7,333","          1.90","7,129","6,818","          1.05"
"경기도 가평군 상면(4182033000)","5,696","3,224","          1.77","3,008","2,688","          1.12"
"경기도 가평군 조종면(4182034500)","9,677","4,400","          2.20","5,164","4,513","          1.14"
"경기도 가평군 북면(4182035000)","3,899","2,255","          1.73","2,001","1,898","          1.05"
"경기도 양평군 (4183000000)","121,188","58,854","          2.06","60,873","60,315","          1.01"
"경기도 양평군 양평읍(4183025000)","30,902","13,886","          2.23","15,477","15,425","          1.00"
"경기도 양평군 강상면(4183031000)","10,499","4,747","          2.21","5,212","5,287","          0.99"
"경기도 양평군 강하면(4183032000)","4,831","2,653","          1.82","2,428","2,403","          1.01"
"경기도 양평군 양서면(4183033000)","13,981","6,699","          2.09","6,990","6,991","          1.00"
"경기도 양평군 옥천면(4183034000)","8,229","4,204","          1.96","4,187","4,042","          1.04"
"경기도 양평군 서종면(4183035000)","9,957","5,088","          1.96","4,950","5,007","          0.99"
"경기도 양평군 단월면(4183036000)","3,908","2,099","          1.86","1,989","1,919","          1.04"
"경기도 양평군 청운면(4183037000)","3,810","2,140","          1.78","1,953","1,857","          1.05"
"경기도 양평군 양동면(4183038000)","4,672","2,422","          1.93","2,345","2,327","          1.01"
"경기도 양평군 지평면(4183039500)","7,006","3,752","          1.87","3,561","3,445","          1.03"
"경기도 양평군 용문면(4183040000)","18,150","8,484","          2.14","9,133","9,017","          1.01"
"경기도 양평군 개군면(4183041000)","5,243","2,680","          1.96","2,648","2,595","          1.02"
"강원도  (4200000000)","1,537,717","743,798","          2.07","774,008","763,709","          1.01"
"강원도 춘천시 (4211000000)","283,803","129,384","          2.19","140,204","143,599","          0.98"
"강원도 춘천시 신북읍(4211025000)","7,597","3,640","          2.09","3,817","3,780","          1.01"
"강원도 춘천시 동면(4211031000)","19,638","7,960","          2.47","9,705","9,933","          0.98"
"강원도 춘천시 동산면(4211032000)","1,450","798","          1.82","789","661","          1.19"
"강원도 춘천시 신동면(4211033000)","2,565","1,186","          2.16","1,330","1,235","          1.08"
"강원도 춘천시 남면(4211034000)","1,074","657","          1.63","580","494","          1.17"
"강원도 춘천시 서면(4211035000)","3,775","1,970","          1.92","1,943","1,832","          1.06"
"강원도 춘천시 사북면(4211036000)","2,513","1,465","          1.72","1,247","1,266","          0.98"
"강원도 춘천시 북산면(4211038000)","951","614","          1.55","521","430","          1.21"
"강원도 춘천시 동내면(4211039000)","17,177","7,740","          2.22","8,584","8,593","          1.00"
"강원도 춘천시 남산면(4211040000)","3,435","1,975","          1.74","1,811","1,624","          1.12"
"강원도 춘천시 교동(4211052000)","3,522","2,268","          1.55","1,822","1,700","          1.07"
"강원도 춘천시 조운동(4211053000)","2,715","1,611","          1.69","1,321","1,394","          0.95"
"강원도 춘천시 약사명동(4211054500)","3,162","1,556","          2.03","1,511","1,651","          0.92"
"강원도 춘천시 근화동(4211057000)","8,507","4,084","          2.08","4,297","4,210","          1.02"
"강원도 춘천시 소양동(4211058000)","9,357","4,211","          2.22","4,583","4,774","          0.96"
"강원도 춘천시 후평1동(4211060000)","11,591","6,197","          1.87","5,778","5,813","          0.99"
"강원도 춘천시 후평2동(4211061000)","14,607","6,337","          2.31","6,928","7,679","          0.90"
"강원도 춘천시 후평3동(4211061100)","20,900","9,081","          2.30","9,973","10,927","          0.91"
"강원도 춘천시 효자1동(4211062000)","4,422","1,957","          2.26","2,208","2,214","          1.00"
"강원도 춘천시 효자2동(4211063000)","11,986","7,600","          1.58","6,342","5,644","          1.12"
"강원도 춘천시 효자3동(4211064000)","4,353","2,634","          1.65","2,210","2,143","          1.03"
"강원도 춘천시 석사동(4211065000)","34,667","14,938","          2.32","17,014","17,653","          0.96"
"강원도 춘천시 퇴계동(4211066000)","48,889","19,783","          2.47","23,589","25,300","          0.93"
"강원도 춘천시 강남동(4211067500)","22,035","9,473","          2.33","10,788","11,247","          0.96"
"강원도 춘천시 신사우동(4211070500)","22,915","9,649","          2.37","11,513","11,402","          1.01"
"강원도 원주시 (4213000000)","356,625","163,865","          2.18","176,866","179,759","          0.98"
"강원도 원주시 문막읍(4213025000)","17,766","8,752","          2.03","9,089","8,677","          1.05"
"강원도 원주시 소초면(4213031000)","8,469","4,410","          1.92","4,472","3,997","          1.12"
"강원도 원주시 호저면(4213032000)","3,647","1,896","          1.92","1,920","1,727","          1.11"
"강원도 원주시 지정면(4213033000)","28,962","11,650","          2.49","14,239","14,723","          0.97"
"강원도 원주시 부론면(4213035000)","2,254","1,282","          1.76","1,150","1,104","          1.04"
"강원도 원주시 귀래면(4213036000)","2,171","1,210","          1.79","1,115","1,056","          1.06"
"강원도 원주시 흥업면(4213037000)","9,115","5,017","          1.82","4,805","4,310","          1.11"
"강원도 원주시 판부면(4213038000)","7,320","3,759","          1.95","3,862","3,458","          1.12"
"강원도 원주시 신림면(4213039000)","3,578","2,011","          1.78","1,831","1,747","          1.05"
"강원도 원주시 중앙동(4213051500)","2,600","1,678","          1.55","1,393","1,207","          1.15"
"강원도 원주시 원인동(4213052000)","4,828","2,579","          1.87","2,303","2,525","          0.91"
"강원도 원주시 개운동(4213053000)","12,780","5,806","          2.20","6,144","6,636","          0.93"
"강원도 원주시 명륜1동(4213054100)","8,464","3,751","          2.26","4,080","4,384","          0.93"
"강원도 원주시 명륜2동(4213054200)","15,497","7,541","          2.06","7,490","8,007","          0.94"
"강원도 원주시 단구동(4213055000)","44,875","19,821","          2.26","22,019","22,856","          0.96"
"강원도 원주시 일산동(4213056000)","8,549","4,487","          1.91","4,107","4,442","          0.92"
"강원도 원주시 학성동(4213057500)","4,692","2,464","          1.90","2,335","2,357","          0.99"
"강원도 원주시 단계동(4213059000)","28,966","13,218","          2.19","14,105","14,861","          0.95"
"강원도 원주시 우산동(4213060000)","13,650","6,528","          2.09","7,223","6,427","          1.12"
"강원도 원주시 태장1동(4213061000)","10,113","4,624","          2.19","5,068","5,045","          1.00"
"강원도 원주시 태장2동(4213062000)","24,680","11,271","          2.19","12,311","12,369","          1.00"
"강원도 원주시 봉산동(4213063500)","7,989","3,846","          2.08","3,965","4,024","          0.99"
"강원도 원주시 행구동(4213065000)","7,787","3,145","          2.48","3,862","3,925","          0.98"
"강원도 원주시 무실동(4213066000)","33,029","14,280","          2.31","16,165","16,864","          0.96"
"강원도 원주시 반곡관설동(4213067500)","44,844","18,839","          2.38","21,813","23,031","          0.95"
"강원도 강릉시 (4215000000)","213,155","102,774","          2.07","105,783","107,372","          0.99"
"강원도 강릉시 주문진읍(4215025000)","16,584","9,199","          1.80","8,112","8,472","          0.96"
"강원도 강릉시 성산면(4215031000)","3,446","1,723","          2.00","1,745","1,701","          1.03"
"강원도 강릉시 왕산면(4215032000)","1,577","908","          1.74","842","735","          1.15"
"강원도 강릉시 구정면(4215033000)","4,198","2,011","          2.09","2,139","2,059","          1.04"
"강원도 강릉시 강동면(4215034000)","4,220","2,256","          1.87","2,238","1,982","          1.13"
"강원도 강릉시 옥계면(4215035000)","3,484","1,922","          1.81","1,797","1,687","          1.07"
"강원도 강릉시 사천면(4215036000)","4,650","2,404","          1.93","2,405","2,245","          1.07"
"강원도 강릉시 연곡면(4215037000)","6,392","3,284","          1.95","3,207","3,185","          1.01"
"강원도 강릉시 홍제동(4215051000)","15,162","7,083","          2.14","7,384","7,778","          0.95"
"강원도 강릉시 중앙동(4215052000)","4,802","2,809","          1.71","2,296","2,506","          0.92"
"강원도 강릉시 옥천동(4215054000)","3,396","2,028","          1.67","1,749","1,647","          1.06"
"강원도 강릉시 교1동(4215055000)","25,854","11,691","          2.21","12,622","13,232","          0.95"
"강원도 강릉시 교2동(4215056000)","7,769","3,869","          2.01","3,850","3,919","          0.98"
"강원도 강릉시 포남1동(4215057100)","10,428","5,384","          1.94","5,136","5,292","          0.97"
"강원도 강릉시 포남2동(4215057200)","12,854","6,568","          1.96","6,332","6,522","          0.97"
"강원도 강릉시 초당동(4215058000)","4,756","2,375","          2.00","2,329","2,427","          0.96"
"강원도 강릉시 송정동(4215059000)","10,116","4,187","          2.42","4,870","5,246","          0.93"
"강원도 강릉시 내곡동(4215060000)","16,461","7,705","          2.14","8,229","8,232","          1.00"
"강원도 강릉시 강남동(4215061500)","17,784","8,322","          2.14","8,931","8,853","          1.01"
"강원도 강릉시 성덕동(4215064500)","28,115","11,951","          2.35","13,909","14,206","          0.98"
"강원도 강릉시 경포동(4215066500)","11,107","5,095","          2.18","5,661","5,446","          1.04"
"강원도 동해시 (4217000000)","90,115","42,743","          2.11","45,756","44,359","          1.03"
"강원도 동해시 천곡동(4217051000)","30,474","13,658","          2.23","15,185","15,289","          0.99"
"강원도 동해시 송정동(4217052000)","3,763","2,179","          1.73","2,047","1,716","          1.19"
"강원도 동해시 북삼동(4217053000)","20,022","8,689","          2.30","10,364","9,658","          1.07"
"강원도 동해시 부곡동(4217054000)","4,991","2,601","          1.92","2,424","2,567","          0.94"
"강원도 동해시 동호동(4217055000)","5,167","2,628","          1.97","2,613","2,554","          1.02"
"강원도 동해시 발한동(4217057000)","3,367","1,993","          1.69","1,710","1,657","          1.03"
"강원도 동해시 묵호동(4217059000)","3,116","1,828","          1.70","1,551","1,565","          0.99"
"강원도 동해시 북평동(4217060000)","12,879","5,754","          2.24","6,613","6,266","          1.06"
"강원도 동해시 망상동(4217063000)","3,510","1,863","          1.88","1,766","1,744","          1.01"
"강원도 동해시 삼화동(4217065000)","2,826","1,550","          1.82","1,483","1,343","          1.10"
"강원도 태백시 (4219000000)","41,055","20,826","          1.97","20,777","20,278","          1.02"
"강원도 태백시 황지동(4219051500)","6,150","2,952","          2.08","3,059","3,091","          0.99"
"강원도 태백시 황연동(4219052500)","4,289","2,368","          1.81","2,172","2,117","          1.03"
"강원도 태백시 삼수동(4219053500)","5,762","2,939","          1.96","2,957","2,805","          1.05"
"강원도 태백시 상장동(4219054000)","13,157","6,013","          2.19","6,650","6,507","          1.02"
