"행정구역","2021년10월_총인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년10월_남자 인구수","2021년10월_여자 인구수","2021년10월_남여 비율"
"경상북도 구미시 형곡1동(4719058200)","14,210","5,872","          2.42","7,030","7,180","          0.98"
"경상북도 구미시 형곡2동(4719058300)","16,628","7,149","          2.33","8,334","8,294","          1.00"
"경상북도 구미시 신평1동(4719059000)","3,253","1,948","          1.67","1,834","1,419","          1.29"
"경상북도 구미시 신평2동(4719060000)","3,152","1,514","          2.08","1,708","1,444","          1.18"
"경상북도 구미시 비산동(4719061000)","13,126","5,483","          2.39","6,882","6,244","          1.10"
"경상북도 구미시 광평동(4719063000)","4,300","2,101","          2.05","2,318","1,982","          1.17"
"경상북도 구미시 상모사곡동(4719064500)","31,025","13,115","          2.37","16,167","14,858","          1.09"
"경상북도 구미시 임오동(4719066000)","18,781","7,412","          2.53","9,815","8,966","          1.09"
"경상북도 구미시 인동동(4719067000)","48,138","22,571","          2.13","24,937","23,201","          1.07"
"경상북도 구미시 진미동(4719068000)","16,593","11,184","          1.48","9,059","7,534","          1.20"
"경상북도 구미시 양포동(4719069000)","46,488","18,759","          2.48","24,253","22,235","          1.09"
"경상북도 구미시 공단동(4719070000)","4,444","2,179","          2.04","2,461","1,983","          1.24"
"경상북도 영주시 (4721000000)","101,929","50,050","          2.04","50,550","51,379","          0.98"
"경상북도 영주시 풍기읍(4721025000)","10,580","5,501","          1.92","5,252","5,328","          0.99"
"경상북도 영주시 이산면(4721031000)","2,315","1,200","          1.93","1,191","1,124","          1.06"
"경상북도 영주시 평은면(4721032000)","1,435","793","          1.81","730","705","          1.04"
"경상북도 영주시 문수면(4721033000)","1,931","1,109","          1.74","994","937","          1.06"
"경상북도 영주시 장수면(4721034000)","2,176","1,167","          1.86","1,100","1,076","          1.02"
"경상북도 영주시 안정면(4721035000)","2,966","1,583","          1.87","1,494","1,472","          1.01"
"경상북도 영주시 봉현면(4721036000)","2,703","1,403","          1.93","1,378","1,325","          1.04"
"경상북도 영주시 순흥면(4721037000)","2,010","1,121","          1.79","1,004","1,006","          1.00"
"경상북도 영주시 단산면(4721038000)","1,843","1,074","          1.72","915","928","          0.99"
"경상북도 영주시 부석면(4721039000)","3,013","1,699","          1.77","1,502","1,511","          0.99"
"경상북도 영주시 상망동(4721051000)","7,593","3,504","          2.17","3,785","3,808","          0.99"
"경상북도 영주시 하망동(4721052500)","6,085","2,908","          2.09","2,895","3,190","          0.91"
"경상북도 영주시 영주1동(4721055000)","4,024","2,275","          1.77","1,967","2,057","          0.96"
"경상북도 영주시 영주2동(4721056000)","4,986","2,564","          1.94","2,404","2,582","          0.93"
"경상북도 영주시 휴천1동(4721059000)","6,597","2,805","          2.35","3,270","3,327","          0.98"
"경상북도 영주시 휴천2동(4721060000)","10,012","5,087","          1.97","4,944","5,068","          0.98"
"경상북도 영주시 휴천3동(4721061000)","7,801","3,588","          2.17","3,874","3,927","          0.99"
"경상북도 영주시 가흥1동(4721062000)","15,829","6,857","          2.31","7,981","7,848","          1.02"
"경상북도 영주시 가흥2동(4721063000)","8,030","3,812","          2.11","3,870","4,160","          0.93"
"경상북도 영천시 (4723000000)","101,681","53,550","          1.90","51,675","50,006","          1.03"
"경상북도 영천시 금호읍(4723025000)","10,667","6,132","          1.74","5,578","5,089","          1.10"
"경상북도 영천시 청통면(4723031000)","4,019","2,285","          1.76","2,088","1,931","          1.08"
"경상북도 영천시 신녕면(4723032000)","3,781","2,282","          1.66","1,862","1,919","          0.97"
"경상북도 영천시 화산면(4723033000)","3,153","1,764","          1.79","1,655","1,498","          1.10"
"경상북도 영천시 화북면(4723034000)","2,191","1,313","          1.67","1,085","1,106","          0.98"
"경상북도 영천시 화남면(4723035000)","3,202","1,853","          1.73","1,686","1,516","          1.11"
"경상북도 영천시 자양면(4723036000)","1,208","757","          1.60","602","606","          0.99"
"경상북도 영천시 임고면(4723037000)","4,194","2,340","          1.79","2,138","2,056","          1.04"
"경상북도 영천시 고경면(4723038000)","5,647","3,376","          1.67","3,044","2,603","          1.17"
"경상북도 영천시 북안면(4723039000)","4,412","2,602","          1.70","2,294","2,118","          1.08"
"경상북도 영천시 대창면(4723040000)","3,074","1,796","          1.71","1,618","1,456","          1.11"
"경상북도 영천시 동부동(4723051000)","28,285","13,031","          2.17","13,946","14,339","          0.97"
"경상북도 영천시 중앙동(4723052000)","9,729","4,638","          2.10","4,893","4,836","          1.01"
"경상북도 영천시 서부동(4723053500)","4,666","2,718","          1.72","2,334","2,332","          1.00"
"경상북도 영천시 완산동(4723054000)","9,353","4,276","          2.19","4,636","4,717","          0.98"
"경상북도 영천시 남부동(4723055500)","4,100","2,387","          1.72","2,216","1,884","          1.18"
"경상북도 상주시 (4725000000)","95,677","48,761","          1.96","46,928","48,749","          0.96"
"경상북도 상주시 함창읍(4725025000)","6,398","3,391","          1.89","3,093","3,305","          0.94"
"경상북도 상주시 중동면(4725031000)","1,379","779","          1.77","672","707","          0.95"
"경상북도 상주시 사벌국면(4725032500)","3,813","2,073","          1.84","1,867","1,946","          0.96"
"경상북도 상주시 낙동면(4725033000)","2,979","1,655","          1.80","1,456","1,523","          0.96"
"경상북도 상주시 낙동면동부출장소(4725033500)","976","559","          1.75","481","495","          0.97"
"경상북도 상주시 청리면(4725034000)","2,603","1,418","          1.84","1,265","1,338","          0.95"
"경상북도 상주시 공성면(4725035000)","3,928","2,135","          1.84","1,945","1,983","          0.98"
"경상북도 상주시 외남면(4725036000)","1,642","884","          1.86","816","826","          0.99"
"경상북도 상주시 내서면(4725037000)","1,892","1,063","          1.78","973","919","          1.06"
"경상북도 상주시 모동면(4725038000)","2,549","1,321","          1.93","1,280","1,269","          1.01"
"경상북도 상주시 모서면(4725039000)","1,738","971","          1.79","884","854","          1.04"
"경상북도 상주시 모서면서부출장소(4725039500)","745","419","          1.78","359","386","          0.93"
"경상북도 상주시 화동면(4725040000)","1,953","1,070","          1.83","978","975","          1.00"
"경상북도 상주시 화서면(4725041000)","2,789","1,489","          1.87","1,359","1,430","          0.95"
"경상북도 상주시 화북면(4725042000)","1,212","675","          1.80","606","606","          1.00"
"경상북도 상주시 화북면서부출장소(4725042600)","322","204","          1.58","171","151","          1.13"
"경상북도 상주시 외서면(4725043000)","2,677","1,478","          1.81","1,270","1,407","          0.90"
"경상북도 상주시 은척면(4725044000)","1,139","670","          1.70","528","611","          0.86"
"경상북도 상주시 은척면북부출장소(4725044500)","370","223","          1.66","193","177","          1.09"
"경상북도 상주시 공검면(4725045000)","2,118","1,205","          1.76","1,007","1,111","          0.91"
"경상북도 상주시 이안면(4725046000)","1,981","1,142","          1.73","964","1,017","          0.95"
"경상북도 상주시 화남면(4725047000)","794","485","          1.64","384","410","          0.94"
"경상북도 상주시 남원동(4725052000)","11,974","5,426","          2.21","5,852","6,122","          0.96"
"경상북도 상주시 북문동(4725053000)","9,008","4,289","          2.10","4,510","4,498","          1.00"
"경상북도 상주시 계림동(4725054000)","8,210","4,038","          2.03","3,902","4,308","          0.91"
"경상북도 상주시 동문동(4725055000)","8,080","3,831","          2.11","3,929","4,151","          0.95"
"경상북도 상주시 동성동(4725056000)","3,543","1,738","          2.04","1,725","1,818","          0.95"
"경상북도 상주시 신흥동(4725057000)","8,865","4,130","          2.15","4,459","4,406","          1.01"
"경상북도 문경시 (4728000000)","71,223","36,910","          1.93","34,983","36,240","          0.97"
"경상북도 문경시 문경읍(4728025000)","5,810","3,199","          1.82","2,814","2,996","          0.94"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,112","582","          1.91","573","539","          1.06"
"경상북도 문경시 가은읍(4728025300)","3,212","1,851","          1.74","1,570","1,642","          0.96"
"경상북도 문경시 가은읍북부출장소(4728025400)","870","524","          1.66","455","415","          1.10"
"경상북도 문경시 영순면(4728031000)","2,445","1,481","          1.65","1,285","1,160","          1.11"
"경상북도 문경시 산양면(4728032000)","3,071","1,734","          1.77","1,553","1,518","          1.02"
"경상북도 문경시 호계면(4728033000)","2,415","1,470","          1.64","1,157","1,258","          0.92"
"경상북도 문경시 산북면(4728034000)","2,756","1,613","          1.71","1,370","1,386","          0.99"
"경상북도 문경시 동로면(4728035000)","1,965","1,144","          1.72","1,002","963","          1.04"
"경상북도 문경시 마성면(4728036000)","3,567","2,133","          1.67","1,698","1,869","          0.91"
"경상북도 문경시 농암면(4728037000)","2,645","1,614","          1.64","1,218","1,427","          0.85"
"경상북도 문경시 점촌1동(4728057000)","5,787","2,844","          2.03","2,828","2,959","          0.96"
"경상북도 문경시 점촌2동(4728058000)","7,100","3,663","          1.94","3,432","3,668","          0.94"
"경상북도 문경시 점촌3동(4728059000)","9,016","4,276","          2.11","4,483","4,533","          0.99"
"경상북도 문경시 점촌4동(4728060000)","3,139","1,771","          1.77","1,583","1,556","          1.02"
"경상북도 문경시 점촌5동(4728061000)","16,313","7,011","          2.33","7,962","8,351","          0.95"
"경상북도 경산시 (4729000000)","268,431","124,572","          2.15","135,001","133,430","          1.01"
"경상북도 경산시 하양읍(4729025000)","27,866","12,694","          2.20","14,007","13,859","          1.01"
"경상북도 경산시 진량읍(4729025300)","35,661","17,019","          2.10","18,619","17,042","          1.09"
"경상북도 경산시 압량읍(4729025600)","20,751","10,461","          1.98","11,038","9,713","          1.14"
"경상북도 경산시 와촌면(4729031000)","5,721","3,000","          1.91","3,057","2,664","          1.15"
"경상북도 경산시 자인면(4729033000)","5,449","2,923","          1.86","2,779","2,670","          1.04"
"경상북도 경산시 용성면(4729034000)","3,293","1,828","          1.80","1,733","1,560","          1.11"
"경상북도 경산시 남산면(4729035000)","3,719","1,949","          1.91","1,930","1,789","          1.08"
"경상북도 경산시 남천면(4729037000)","2,920","1,538","          1.90","1,512","1,408","          1.07"
"경상북도 경산시 중방동(4729051000)","9,696","4,738","          2.05","4,697","4,999","          0.94"
"경상북도 경산시 중앙동(4729052000)","6,345","3,488","          1.82","3,138","3,207","          0.98"
"경상북도 경산시 남부동(4729053000)","19,963","8,513","          2.35","9,830","10,133","          0.97"
"경상북도 경산시 서부1동(4729054100)","35,708","15,289","          2.34","16,987","18,721","          0.91"
"경상북도 경산시 서부2동(4729054200)","36,067","13,987","          2.58","17,310","18,757","          0.92"
"경상북도 경산시 북부동(4729055000)","16,329","9,763","          1.67","8,915","7,414","          1.20"
"경상북도 경산시 동부동(4729056000)","38,943","17,382","          2.24","19,449","19,494","          1.00"
"경상북도 군위군 (4772000000)","22,894","13,161","          1.74","11,723","11,171","          1.05"
"경상북도 군위군 군위읍(4772025000)","8,118","4,233","          1.92","4,195","3,923","          1.07"
"경상북도 군위군 소보면(4772031000)","2,251","1,410","          1.60","1,165","1,086","          1.07"
"경상북도 군위군 효령면(4772032000)","3,740","2,129","          1.76","1,929","1,811","          1.07"
"경상북도 군위군 부계면(4772033000)","2,006","1,180","          1.70","1,037","969","          1.07"
"경상북도 군위군 우보면(4772034000)","1,954","1,217","          1.61","977","977","          1.00"
"경상북도 군위군 의흥면(4772035000)","2,353","1,410","          1.67","1,146","1,207","          0.95"
"경상북도 군위군 산성면(4772036000)","1,169","740","          1.58","589","580","          1.02"
"경상북도 군위군 삼국유사면(4772038000)","1,303","842","          1.55","685","618","          1.11"
"경상북도 의성군 (4773000000)","50,739","28,789","          1.76","24,813","25,926","          0.96"
"경상북도 의성군 의성읍(4773025000)","13,005","6,687","          1.94","6,353","6,652","          0.96"
"경상북도 의성군 단촌면(4773031000)","1,922","1,161","          1.66","955","967","          0.99"
"경상북도 의성군 점곡면(4773032000)","1,606","982","          1.64","786","820","          0.96"
"경상북도 의성군 옥산면(4773033000)","1,742","996","          1.75","867","875","          0.99"
"경상북도 의성군 사곡면(4773034000)","1,552","952","          1.63","751","801","          0.94"
"경상북도 의성군 춘산면(4773035000)","1,450","800","          1.81","738","712","          1.04"
"경상북도 의성군 가음면(4773036000)","1,461","860","          1.70","734","727","          1.01"
"경상북도 의성군 금성면(4773037000)","4,187","2,477","          1.69","2,050","2,137","          0.96"
"경상북도 의성군 봉양면(4773038000)","3,861","2,259","          1.71","1,878","1,983","          0.95"
"경상북도 의성군 비안면(4773039000)","2,561","1,529","          1.67","1,248","1,313","          0.95"
"경상북도 의성군 구천면(4773040000)","1,761","1,009","          1.75","877","884","          0.99"
"경상북도 의성군 단밀면(4773041000)","1,718","977","          1.76","851","867","          0.98"
"경상북도 의성군 단북면(4773042000)","1,793","1,032","          1.74","863","930","          0.93"
"경상북도 의성군 안계면(4773043000)","4,556","2,529","          1.80","2,168","2,388","          0.91"
"경상북도 의성군 다인면(4773044000)","3,775","2,199","          1.72","1,835","1,940","          0.95"
"경상북도 의성군 신평면(4773045000)","825","514","          1.61","395","430","          0.92"
"경상북도 의성군 안평면(4773046000)","2,144","1,281","          1.67","1,071","1,073","          1.00"
"경상북도 의성군 안사면(4773047000)","820","545","          1.50","393","427","          0.92"
"경상북도 청송군 (4775000000)","24,605","14,027","          1.75","12,253","12,352","          0.99"
"경상북도 청송군 청송읍(4775025000)","5,128","2,679","          1.91","2,530","2,598","          0.97"
"경상북도 청송군 주왕산면(4775031500)","1,821","1,084","          1.68","906","915","          0.99"
"경상북도 청송군 부남면(4775032000)","2,481","1,435","          1.73","1,225","1,256","          0.98"
"경상북도 청송군 현동면(4775033000)","2,077","1,178","          1.76","1,036","1,041","          1.00"
"경상북도 청송군 현서면(4775034000)","2,495","1,434","          1.74","1,224","1,271","          0.96"
"경상북도 청송군 안덕면(4775035000)","2,583","1,577","          1.64","1,246","1,337","          0.93"
"경상북도 청송군 파천면(4775036000)","1,752","1,048","          1.67","873","879","          0.99"
"경상북도 청송군 진보면(4775037000)","6,268","3,592","          1.74","3,213","3,055","          1.05"
"경상북도 영양군 (4776000000)","16,330","9,039","          1.81","8,137","8,193","          0.99"
"경상북도 영양군 영양읍(4776025000)","7,136","3,702","          1.93","3,542","3,594","          0.99"
"경상북도 영양군 입암면(4776031000)","2,084","1,210","          1.72","1,008","1,076","          0.94"
"경상북도 영양군 청기면(4776032000)","1,699","1,019","          1.67","865","834","          1.04"
"경상북도 영양군 일월면(4776033000)","1,755","984","          1.78","871","884","          0.99"
"경상북도 영양군 수비면(4776034000)","1,673","957","          1.75","846","827","          1.02"
"경상북도 영양군 석보면(4776035000)","1,983","1,167","          1.70","1,005","978","          1.03"
"경상북도 영덕군 (4777000000)","35,497","19,973","          1.78","16,847","18,650","          0.90"
"경상북도 영덕군 영덕읍(4777025000)","10,821","5,477","          1.98","5,203","5,618","          0.93"
"경상북도 영덕군 강구면(4777031000)","6,042","3,451","          1.75","2,828","3,214","          0.88"
"경상북도 영덕군 남정면(4777032000)","2,318","1,458","          1.59","1,123","1,195","          0.94"
"경상북도 영덕군 달산면(4777033000)","1,114","715","          1.56","499","615","          0.81"
"경상북도 영덕군 지품면(4777034000)","1,474","884","          1.67","727","747","          0.97"
"경상북도 영덕군 지품면원전출장소(4777034500)","524","310","          1.69","247","277","          0.89"
"경상북도 영덕군 축산면(4777035000)","910","539","          1.69","430","480","          0.90"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,670","992","          1.68","779","891","          0.87"
"경상북도 영덕군 영해면(4777036000)","6,232","3,413","          1.83","2,909","3,323","          0.88"
"경상북도 영덕군 병곡면(4777037000)","2,744","1,681","          1.63","1,291","1,453","          0.89"
"경상북도 영덕군 창수면(4777038000)","1,648","1,053","          1.57","811","837","          0.97"
"경상북도 청도군 (4782000000)","41,736","23,082","          1.81","20,495","21,241","          0.96"
"경상북도 청도군 화양읍(4782025000)","7,171","3,410","          2.10","3,503","3,668","          0.96"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,096","635","          1.73","552","544","          1.01"
"경상북도 청도군 청도읍(4782025300)","10,110","5,175","          1.95","4,937","5,173","          0.95"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,575","923","          1.71","762","813","          0.94"
"경상북도 청도군 각남면(4782031000)","2,151","1,273","          1.69","1,022","1,129","          0.91"
"경상북도 청도군 풍각면(4782032000)","3,875","2,272","          1.71","1,898","1,977","          0.96"
"경상북도 청도군 각북면(4782033000)","2,231","1,356","          1.65","1,100","1,131","          0.97"
"경상북도 청도군 이서면(4782034000)","4,467","2,486","          1.80","2,181","2,286","          0.95"
"경상북도 청도군 운문면(4782035000)","2,061","1,288","          1.60","1,022","1,039","          0.98"
"경상북도 청도군 금천면(4782036000)","3,267","1,991","          1.64","1,660","1,607","          1.03"
"경상북도 청도군 매전면(4782037000)","3,732","2,273","          1.64","1,858","1,874","          0.99"
"경상북도 고령군 (4783000000)","30,694","16,518","          1.86","15,769","14,925","          1.06"
"경상북도 고령군 대가야읍(4783025300)","9,876","5,008","          1.97","4,985","4,891","          1.02"
"경상북도 고령군 덕곡면(4783031000)","1,426","855","          1.67","714","712","          1.00"
"경상북도 고령군 운수면(4783032000)","1,827","1,104","          1.65","923","904","          1.02"
"경상북도 고령군 성산면(4783033000)","2,518","1,447","          1.74","1,376","1,142","          1.20"
"경상북도 고령군 다산면(4783034000)","8,331","4,117","          2.02","4,321","4,010","          1.08"
"경상북도 고령군 개진면(4783035000)","1,890","1,206","          1.57","1,022","868","          1.18"
"경상북도 고령군 우곡면(4783036000)","1,544","888","          1.74","798","746","          1.07"
"경상북도 고령군 쌍림면(4783037000)","3,282","1,893","          1.73","1,630","1,652","          0.99"
"경상북도 성주군 (4784000000)","42,781","23,538","          1.82","22,174","20,607","          1.08"
"경상북도 성주군 성주읍(4784025000)","13,516","6,656","          2.03","6,855","6,661","          1.03"
"경상북도 성주군 선남면(4784031000)","6,106","3,489","          1.75","3,339","2,767","          1.21"
"경상북도 성주군 용암면(4784032000)","3,638","2,155","          1.69","2,002","1,636","          1.22"
"경상북도 성주군 수륜면(4784033000)","3,115","1,925","          1.62","1,547","1,568","          0.99"
"경상북도 성주군 가천면(4784034000)","2,002","1,220","          1.64","991","1,011","          0.98"
"경상북도 성주군 금수면(4784035000)","1,189","771","          1.54","624","565","          1.10"
"경상북도 성주군 대가면(4784036000)","2,420","1,361","          1.78","1,228","1,192","          1.03"
"경상북도 성주군 벽진면(4784037000)","3,043","1,699","          1.79","1,575","1,468","          1.07"
"경상북도 성주군 초전면(4784038000)","4,443","2,420","          1.84","2,259","2,184","          1.03"
"경상북도 성주군 월항면(4784039000)","3,309","1,842","          1.80","1,754","1,555","          1.13"
"경상북도 칠곡군 (4785000000)","113,843","53,664","          2.12","59,251","54,592","          1.09"
"경상북도 칠곡군 왜관읍(4785025000)","32,840","15,021","          2.19","16,449","16,391","          1.00"
"경상북도 칠곡군 북삼읍(4785025300)","24,358","10,529","          2.31","12,638","11,720","          1.08"
"경상북도 칠곡군 석적읍(4785025600)","31,111","14,365","          2.17","16,780","14,331","          1.17"
"경상북도 칠곡군 지천면(4785031000)","4,098","2,393","          1.71","2,204","1,894","          1.16"
"경상북도 칠곡군 동명면(4785032000)","5,353","2,961","          1.81","2,731","2,622","          1.04"
"경상북도 칠곡군 가산면(4785033000)","3,386","1,958","          1.73","1,846","1,540","          1.20"
"경상북도 칠곡군 약목면(4785036000)","9,560","4,798","          1.99","4,968","4,592","          1.08"
"경상북도 칠곡군 기산면(4785037000)","3,137","1,639","          1.91","1,635","1,502","          1.09"
"경상북도 예천군 (4790000000)","55,809","27,750","          2.01","27,405","28,404","          0.96"
"경상북도 예천군 예천읍(4790025000)","14,576","7,365","          1.98","7,182","7,394","          0.97"
"경상북도 예천군 용문면(4790031000)","2,269","1,340","          1.69","1,140","1,129","          1.01"
"경상북도 예천군 감천면(4790034000)","2,595","1,484","          1.75","1,291","1,304","          0.99"
"경상북도 예천군 보문면(4790035000)","1,696","970","          1.75","840","856","          0.98"
"경상북도 예천군 호명면(4790036000)","19,933","7,943","          2.51","9,745","10,188","          0.96"
"경상북도 예천군 유천면(4790037000)","2,550","1,456","          1.75","1,264","1,286","          0.98"
"경상북도 예천군 용궁면(4790038000)","2,386","1,379","          1.73","1,161","1,225","          0.95"
"경상북도 예천군 개포면(4790039000)","1,499","921","          1.63","726","773","          0.94"
"경상북도 예천군 지보면(4790040000)","2,686","1,599","          1.68","1,324","1,362","          0.97"
"경상북도 예천군 풍양면(4790041000)","3,095","1,855","          1.67","1,482","1,613","          0.92"
"경상북도 예천군 효자면(4790042000)","1,158","690","          1.68","575","583","          0.99"
"경상북도 예천군 은풍면(4790043000)","1,366","748","          1.83","675","691","          0.98"
"경상북도 봉화군 (4792000000)","30,807","16,858","          1.83","15,560","15,247","          1.02"
"경상북도 봉화군 봉화읍(4792025000)","9,691","4,777","          2.03","4,784","4,907","          0.97"
"경상북도 봉화군 물야면(4792031000)","3,090","1,760","          1.76","1,556","1,534","          1.01"
"경상북도 봉화군 봉성면(4792032000)","2,072","1,134","          1.83","1,007","1,065","          0.95"
"경상북도 봉화군 법전면(4792033000)","2,019","1,154","          1.75","1,022","997","          1.03"
"경상북도 봉화군 춘양면(4792034000)","4,324","2,467","          1.75","2,153","2,171","          0.99"
"경상북도 봉화군 소천면(4792035000)","2,190","1,356","          1.62","1,112","1,078","          1.03"
"경상북도 봉화군 재산면(4792036000)","1,494","867","          1.72","757","737","          1.03"
"경상북도 봉화군 명호면(4792037000)","2,229","1,263","          1.76","1,178","1,051","          1.12"
"경상북도 봉화군 상운면(4792038000)","1,697","1,009","          1.68","869","828","          1.05"
"경상북도 봉화군 석포면(4792039000)","2,001","1,071","          1.87","1,122","879","          1.28"
"경상북도 울진군 (4793000000)","47,941","25,500","          1.88","24,052","23,889","          1.01"
"경상북도 울진군 울진읍(4793025000)","13,873","6,249","          2.22","7,025","6,848","          1.03"
"경상북도 울진군 평해읍(4793025300)","2,748","1,682","          1.63","1,317","1,431","          0.92"
"경상북도 울진군 북면(4793031000)","6,653","3,387","          1.96","3,518","3,135","          1.12"
"경상북도 울진군 북면하당출장소(4793031500)","685","401","          1.71","353","332","          1.06"
"경상북도 울진군 근남면(4793033000)","2,748","1,553","          1.77","1,381","1,367","          1.01"
"경상북도 울진군 기성면(4793035000)","2,478","1,600","          1.55","1,181","1,297","          0.91"
"경상북도 울진군 온정면(4793036000)","1,696","1,005","          1.69","815","881","          0.93"
"경상북도 울진군 죽변면(4793037000)","6,323","3,583","          1.76","3,247","3,076","          1.06"
"경상북도 울진군 후포면(4793038000)","7,438","4,004","          1.86","3,632","3,806","          0.95"
"경상북도 울진군 금강송면(4793039000)","1,273","777","          1.64","627","646","          0.97"
"경상북도 울진군 매화면(4793040000)","2,026","1,259","          1.61","956","1,070","          0.89"
"경상북도 울릉군 (4794000000)","8,894","5,281","          1.68","4,867","4,027","          1.21"
"경상북도 울릉군 울릉읍(4794025000)","6,309","3,727","          1.69","3,462","2,847","          1.22"
"경상북도 울릉군 서면(4794031000)","886","465","          1.91","479","407","          1.18"
"경상북도 울릉군 서면태하출장소(4794031500)","433","273","          1.59","234","199","          1.18"
"경상북도 울릉군 북면(4794032000)","1,266","816","          1.55","692","574","          1.21"
"경상남도  (4800000000)","3,318,161","1,503,397","          2.21","1,670,394","1,647,767","          1.01"
"경상남도 창원시 (4812000000)","1,033,729","450,848","          2.29","523,629","510,100","          1.03"
"경상남도 창원시 의창구 (4812100000)","218,234","95,412","          2.29","111,085","107,149","          1.04"
"경상남도 창원시 의창구 동읍(4812125000)","19,756","9,049","          2.18","10,063","9,693","          1.04"
"경상남도 창원시 의창구 북면(4812131000)","43,363","16,667","          2.60","21,836","21,527","          1.01"
"경상남도 창원시 의창구 대산면(4812132000)","7,124","3,672","          1.94","3,602","3,522","          1.02"
"경상남도 창원시 의창구 의창동(4812151000)","50,479","21,115","          2.39","25,550","24,929","          1.02"
"경상남도 창원시 의창구 팔룡동(4812152000)","25,923","10,965","          2.36","13,242","12,681","          1.04"
"경상남도 창원시 의창구 명곡동(4812153000)","41,487","18,134","          2.29","21,102","20,385","          1.04"
"경상남도 창원시 의창구 봉림동(4812154000)","30,102","15,810","          1.90","15,690","14,412","          1.09"
"경상남도 창원시 성산구 (4812300000)","252,396","104,972","          2.40","128,793","123,603","          1.04"
"경상남도 창원시 성산구 반송동(4812351000)","41,134","15,465","          2.66","20,766","20,368","          1.02"
"경상남도 창원시 성산구 용지동(4812351500)","29,552","13,298","          2.22","14,838","14,714","          1.01"
"경상남도 창원시 성산구 중앙동(4812352000)","34,603","17,879","          1.94","18,678","15,925","          1.17"
"경상남도 창원시 성산구 상남동(4812353000)","27,809","10,698","          2.60","13,989","13,820","          1.01"
"경상남도 창원시 성산구 사파동(4812354000)","44,770","18,490","          2.42","22,228","22,542","          0.99"
"경상남도 창원시 성산구 가음정동(4812355000)","40,444","15,981","          2.53","20,508","19,936","          1.03"
"경상남도 창원시 성산구 성주동(4812356000)","26,308","9,702","          2.71","13,716","12,592","          1.09"
"경상남도 창원시 성산구 웅남동(4812357000)","7,776","3,459","          2.25","4,070","3,706","          1.10"
"경상남도 창원시 마산합포구 (4812500000)","181,146","83,753","          2.16","90,077","91,069","          0.99"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,211","2,321","          1.81","2,181","2,030","          1.07"
"경상남도 창원시 마산합포구 진동면(4812532000)","12,181","5,519","          2.21","6,272","5,909","          1.06"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,402","1,757","          1.94","1,815","1,587","          1.14"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,872","2,184","          1.77","1,921","1,951","          0.98"
